Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
BXMT,"Blackstone Mortgage Trust Inc Cl A",22.64,-0.46,-1.99%,22.93,23.35,22.44,3663300,2022-10-07
BY,"Byline Bancorp Inc",20.51,-0.49,-2.33%,20.83,20.84,20.39,73800,2022-10-07
BYND,"Beyond Meat Inc",14.09,-1.05,-6.94%,14.89,15.06,13.88,2788700,2022-10-07
BZH,"Beazer Homes USA",10.54,-0.46,-4.18%,10.77,10.77,10.4,217200,2022-10-07
CAC,"Camden Natl Cp",40.82,-1.54,-3.64%,41.99,41.99,40.6,23400,2022-10-07
CADE,"Cadence Bank",26.47,-0.46,-1.71%,26.8,26.81,26.26,1300800,2022-10-07
CAKE,"Cheesecake Fact",30.9,-0.31,-0.99%,30.89,31.04,29.72,951000,2022-10-07
CAL,"Caleres Inc",24.78,-0.64,-2.52%,24.97,25.26,24.41,323600,2022-10-07
CALM,"Cal-Maine Foods IN",53.63,-0.4,-0.74%,54.03,54.23,53.1,836200,2022-10-07
CALX,"Calix Inc",60.56,-2.36,-3.75%,61.34,62.06,60.1,379900,2022-10-07
CANO,"Cano Health Inc",9.64,0.8,+9.05%,8.74,9.75,8.64,17649600,2022-10-07
CARA,"Cara Therapeutics",9.67,-0.02,-0.21%,9.65,9.95,9.51,371400,2022-10-07
CARE,"Carter Bankshares Inc",16.1,-0.24,-1.47%,16.17,16.2,16.1,39000,2022-10-07
CARG,"Cargurus Inc Cl A",13.99,-0.57,-3.91%,14.25,14.25,13.83,1066900,2022-10-07
CARS,"Cars.com Inc",11.93,-0.24,-1.97%,11.97,12.04,11.83,261700,2022-10-07
CASA,"Casa Systems Inc",3.31,-0.17,-4.89%,3.4,3.45,3.27,103500,2022-10-07
CASH,"Pathward Financial Inc",33.79,-1.1,-3.15%,34.62,34.62,33.64,337600,2022-10-07
CASS,"Cass Information Sys",35.52,-0.55,-1.52%,35.86,35.86,35.15,29000,2022-10-07
CATC,"Cambridge Bancorp",78.6,-1.14,-1.43%,78.5,78.6,77.85,10100,2022-10-07
CATO,"Cato Corp",9.55,-0.06,-0.62%,9.48,9.59,9.47,87400,2022-10-07
CATY,"Cathay Genl Bncp",40.71,-0.46,-1.12%,40.97,41.02,40.23,309900,2022-10-07
CBAN,"Colony Bankcorp Inc",13.25,-0.3,-2.21%,13.47,13.58,13.11,20300,2022-10-07
CBL,"Cbl & Associates Properties Inc",24.71,-0.04,-0.16%,24.3,24.87,24.2,71500,2022-10-07
CBNK,"Capital Bancorp Inc",24.02,-0.18,-0.74%,24.18,25.18,23.71,18700,2022-10-07
CBRL,"Cracker Barrel",91.45,-3.56,-3.75%,94.11,94.38,90.32,445600,2022-10-07
CBT,"Cabot Corp",62.63,-1.73,-2.69%,63.52,64.13,62.06,442000,2022-10-07
CBU,"Community Bank System",60.6,-1.53,-2.46%,61.66,61.66,60.49,200700,2022-10-07
CBZ,"Cbiz Inc",44.18,-0.92,-2.04%,44.72,44.73,43.87,191800,2022-10-07
CCB,"Coastal Financial Corp",39.16,-0.66,-1.66%,39.52,39.65,38.98,21900,2022-10-07
CCBG,"Capital City Bank Gr",32.71,0.16,+0.49%,32.4,33.7,31.91,39000,2022-10-07
CCCC,"C4 Therapeutics Inc",7.72,-0.74,-8.75%,8.25,8.32,7.69,380900,2022-10-07
CCF,"Chase Corp",82.89,-3.2,-3.72%,84.47,85.05,82.57,18600,2022-10-07
CCNE,"Cnb Financial Corp",23.66,-0.52,-2.15%,24,24.05,23.51,60200,2022-10-07
CCO,"Clear Channel Outdoor Holdings",1.56,-0.04,-2.50%,1.57,1.635,1.53,2863600,2022-10-07
CCOI,"Cogent Comm Hlds",51.7,-1.07,-2.03%,52.54,52.56,51.45,218000,2022-10-07
CCRN,"Cross Ctry Hlthcr",31.58,0.78,+2.53%,30.5,31.95,29.72,1218300,2022-10-07
CCS,"Century Communities Inc",45.14,-1.48,-3.17%,45.74,45.74,44.59,183200,2022-10-07
CCSI,"Consensus Cloud Solutions",47.41,-1.88,-3.81%,48.78,48.78,46.65,77300,2022-10-07
CCXI,"Chemocentryx Inc",51.86,0.01,+0.02%,51.83,51.88,51.82,715800,2022-10-07
CDE,"Coeur Mining Inc",3.5,-0.31,-8.14%,3.65,3.71,3.47,6108300,2022-10-07
CDLX,"Cardlytics Inc",8.83,-0.35,-3.81%,8.93,9.17,8.68,406600,2022-10-07
CDMO,"Avid Bioservices Inc",18.01,-0.64,-3.43%,18.35,18.52,17.9,566600,2022-10-07
CDNA,"Caredx Inc",17.1,-0.9,-5.00%,17.51,17.92,16.94,968400,2022-10-07
CDRE,"Cadre Holdings Inc",25.9,-0.45,-1.71%,25.91,26.01,25.49,51600,2022-10-07
CDXS,"Codexis Inc",5.4,-0.48,-8.16%,5.77,5.77,5.39,873000,2022-10-07
CEIX,"Consol Energy Inc",70.3,-1.38,-1.93%,71.34,71.46,69.11,578400,2022-10-07
CELH,"Celsius Holdings Inc",85.57,-4.08,-4.55%,87.14,89.27,84.4,1039700,2022-10-07
CELU,"Celularity Inc",2.1,-0.18,-7.89%,2.25,2.27,2.08,236800,2022-10-07
CENN,"Cenntro Electric Group Ltd",0.9246,-0.0701,-7.05%,0.98,1,0.9011,2770800,2022-10-07
CENT,"Central Garden",36.2,-0.14,-0.39%,36.12,36.4,35.86,52700,2022-10-07
CENTA,"Central Garden & Pet",34.35,-0.23,-0.67%,34.39,34.77,34.04,146400,2022-10-07
CENX,"Century Aluminum C",6.08,-0.42,-6.46%,6.32,6.39,6.03,1852200,2022-10-07
CERE,"Cerevel Therapeutics Hldg Inc",27.16,-2.8,-9.35%,29.45,29.45,27.12,603700,2022-10-07
CERS,"Cerus Corp",3.61,-0.19,-5.00%,3.69,3.73,3.59,1000900,2022-10-07
CEVA,"Ceva Inc",26.79,-1.67,-5.87%,27.85,27.91,26.62,59300,2022-10-07
CFB,"Crossfirst Bankshares Inc",12.89,-0.38,-2.86%,13.25,13.25,12.81,91500,2022-10-07
CFFN,"Capitol Fed Finl Inc",8.25,-0.18,-2.14%,8.42,8.43,8.22,438500,2022-10-07
CGEM,"Cullinan Management Inc",12.61,-0.39,-3.00%,12.87,13,12.45,117900,2022-10-07
CHCO,"City Holding Company",89.62,0.07,+0.08%,89.52,89.62,88.21,52000,2022-10-07
CHCT,"Community Healthcare Trust Inc",31.24,-0.73,-2.28%,31.97,32.16,31.16,68700,2022-10-07
CHEF,"The Chefs Warehouse",30.61,-0.03,-0.10%,30.4,30.85,30.12,359200,2022-10-07
CHGG,"Chegg Inc",21.1,-0.94,-4.26%,21.66,21.85,21,1103400,2022-10-07
CHRD,"Chord Energy Corp",148.46,-2.3,-1.53%,150.87,152.41,146.92,538700,2022-10-07
CHRS,"Coherus Bio",8.76,-0.97,-9.97%,9.56,9.56,8.65,1123900,2022-10-07
CHS,"Chico's Fas",4.95,-0.06,-1.20%,4.92,4.99,4.84,1828100,2022-10-07
CHUY,"Chuy's Holdings Inc",23.75,-0.63,-2.58%,24.02,24.02,23.41,88700,2022-10-07
CHX,"Championx Corp",21.34,-0.42,-1.93%,21.9,22.23,21.26,1747200,2022-10-07
CIFR,"Cipher Mining Inc",1.14,-0.13,-10.24%,1.25,1.25,1.13,233000,2022-10-07
CIM,"Chimera Investment Corp",5.26,-0.21,-3.84%,5.41,5.48,5.23,4294900,2022-10-07
CINC,"Cincor Pharma Inc",33.49,-0.5,-1.47%,33.9,34,32.53,83300,2022-10-07
CIO,"City Office REIT Inc",9.19,-0.11,-1.18%,9.25,9.29,9.08,375900,2022-10-07
CIR,"Circor International",17.69,-1.45,-7.58%,18.76,18.76,17.36,103600,2022-10-07
CISO,"Cerberus Cyber Sentinel Corp",2.82,-0.4,-12.42%,3.09,3.19,2.77,99200,2022-10-07
CIVB,"Civista Bncshrs",20.73,-0.33,-1.57%,21.06,21.06,20.66,19000,2022-10-07
CIVI,"Civitas Resources Inc",65.12,-1.22,-1.84%,66.34,67.71,64.42,950700,2022-10-07
CIX,"Compx International Inc",17.43,0.17,+0.98%,16.9,17.43,16.74,5300,2022-10-07
CLAR,"Clarus Corp",12.95,-0.86,-6.23%,13.52,13.57,12.82,602000,2022-10-07
CLBK,"Columbia Financial Inc",21.12,-0.24,-1.12%,21.36,21.39,21.09,167100,2022-10-07
CLDT,"Chatham Lodging Trust REIT",10.58,-0.09,-0.84%,10.55,10.71,10.49,173400,2022-10-07
CLDX,"Celldex Therapeutics",28.07,-0.91,-3.14%,28.53,29.16,28.01,426400,2022-10-07
CLFD,"Clearfield Inc",99.02,-4.92,-4.73%,101.6,103.38,98.41,263200,2022-10-07
CLNE,"Clean Energy Fuels",5.33,-0.41,-7.14%,5.7,5.7,5.29,2259200,2022-10-07
CLOV,"Clover Health Investments Corp",1.57,-0.13,-7.65%,1.68,1.68,1.57,6168600,2022-10-07
CLPR,"Clipper Realty Inc",6.69,-0.21,-3.04%,6.84,6.88,6.65,41700,2022-10-07
CLSK,"Cleanspark Inc",3.02,-0.23,-7.08%,3.18,3.19,3,2385700,2022-10-07
CLW,"Clearwater Paper Corp",38.17,-1.08,-2.75%,39.01,39.01,38.02,57000,2022-10-07
CMAX,"Caremax Inc",7.03,0.21,+3.08%,6.72,7.17,6.42,261700,2022-10-07
CMBM,"Cambium Networks Corp",17.42,-0.75,-4.13%,17.72,17.9,17.28,44200,2022-10-07
CMC,"Commercial Metals Company",38.49,-0.44,-1.13%,38.75,38.92,38.09,785500,2022-10-07
CMCO,"Columbus Mckinnon",24.84,-0.83,-3.23%,25.45,25.94,24.23,191000,2022-10-07
CMLS,"Cumulus Media Inc Cl A",6.98,-0.02,-0.29%,6.97,7.02,6.91,57800,2022-10-07
CMP,"Compass Minerals Intl Inc",39.68,-0.29,-0.73%,39.44,39.95,38.99,278100,2022-10-07
CMPO,"Composecure Inc",4.95,-0.17,-3.32%,5.1,5.1,4.87,39200,2022-10-07
CMPR,"Cimpress N.V. Ord",25.75,-1.05,-3.92%,26.33,26.33,25.22,151500,2022-10-07
CMRE,"Costamare Inc",9.17,-0.32,-3.37%,9.42,9.44,9.12,539400,2022-10-07
CMRX,"Chimerix Inc",1.85,-0.05,-2.63%,1.89,1.92,1.8306,589900,2022-10-07
CMTG,"Claros Mortgage Trust Inc",12.27,0.1,+0.82%,12.05,12.45,12,713100,2022-10-07
CMTL,"Comtech Telecom Company",10.19,-0.39,-3.69%,10.5,10.61,10.12,102300,2022-10-07
CNDT,"Conduent Inc",3.42,-0.05,-1.44%,3.45,3.51,3.39,531700,2022-10-07
CNK,"Cinemark Holdings Inc",11.48,-0.61,-5.05%,11.89,12.18,11.36,2889700,2022-10-07
CNMD,"C O N M E D Cp",79.93,-1.89,-2.31%,80.66,81.52,79.04,406300,2022-10-07
CNNE,"Cannae Holdings Inc",21.22,-0.71,-3.24%,21.59,21.62,21.12,338400,2022-10-07
CNO,"Cno Financial Group",18.72,-0.39,-2.04%,19.04,19.13,18.64,802600,2022-10-07
CNOB,"Connectone Bancorp",22.66,-0.77,-3.29%,23.37,23.42,22.66,80400,2022-10-07
CNS,"Cohn & Steers Inc",60.44,-3.24,-5.09%,62.64,62.64,60.05,118600,2022-10-07
CNSL,"Consolidated Communications Holdings Inc",4.41,-0.12,-2.65%,4.49,4.49,4.32,301200,2022-10-07
CNTY,"Century Casinos IN",6.7,-0.29,-4.15%,6.84,6.87,6.65,62800,2022-10-07
CNVY,"Convey Holding Parent Inc",10.51,-0.05,-0.47%,10.53,10.61,10.51,1744000,2022-10-06
CNX,"CNX Resources Corp",17.06,-0.3,-1.73%,17.32,17.6,16.97,2739700,2022-10-07
CNXN,"PC Connection Inc",45.05,-1.77,-3.78%,46.65,46.65,44.9,51500,2022-10-07
COCO,"The Vita Coco Company Inc",11.95,-0.37,-3.00%,12.14,12.14,11.81,93400,2022-10-07
CODI,"Compass Diversified Holdings",17.92,-0.44,-2.40%,18.1,18.1,17.74,225500,2022-10-07
COGT,"Cogent Biosciences Inc",13.68,-0.5,-3.53%,14.1,14.25,13.62,595200,2022-10-07
COHU,"Cohu Inc",28.12,-1.18,-4.03%,27.45,28.94,27.45,212400,2022-10-07
COKE,"Coca Cola Bot Cons",439.4,-0.32,-0.07%,439.72,443.71,432.22,38500,2022-10-07
COLB,"Columbia Banking Sys",29.1,-1.07,-3.55%,30.03,30.03,29.08,670600,2022-10-07
COLL,"Collegium Pharma",16.58,-0.27,-1.60%,16.9,16.9,16.51,87600,2022-10-07
COMM,"Commscope Holding Company",11.46,-0.24,-2.05%,11.44,11.77,11.32,2096400,2022-10-07
COMP,"Compass Inc Cl A",2.87,-0.09,-3.04%,2.85,3.01,2.74,4317600,2022-10-07
CONN,"Conn's Inc",7.29,-0.41,-5.32%,7.56,7.6,7.16,232700,2022-10-07
COOK,"Traeger Inc",3.01,-0.11,-3.53%,3.06,3.07,2.99,386200,2022-10-07
COOP,"Mr.Cooper Group Inc",42.55,-0.39,-0.91%,42.5,42.71,41.62,436000,2022-10-07
CORT,"Corcept Therapeutics",26.48,-0.36,-1.34%,26.87,26.9,26.27,506900,2022-10-07
CORZ,"Core Scientific Inc",1.33,-0.2,-13.07%,1.45,1.47,1.305,3790100,2022-10-07
COUR,"Coursera Inc",11.33,-0.69,-5.74%,11.77,11.79,11.08,933500,2022-10-07
COWN,"Cowen Group Inc",38.61,-0.06,-0.16%,38.59,38.69,38.59,308100,2022-10-07
CPE,"Callon Petroleum Company",44.84,-1.06,-2.31%,46.01,46.8,44.31,1907500,2022-10-07
CPF,"Central Pacific Financial Company",20.75,-0.54,-2.54%,21.2,21.27,20.75,95300,2022-10-07
CPK,"Chesapeake Utilities Corp",112.15,-2.49,-2.17%,113.93,114.5,111.57,81900,2022-10-07
CPRX,"Catalyst Pharm Inc",12.25,-0.22,-1.76%,12.45,12.49,12.16,2014600,2022-10-07
CPSI,"Computer Programs",27.79,-0.92,-3.20%,28.6,28.6,27.52,50400,2022-10-07
CPSS,"Consumer Portfol",5.83,-0.62,-9.61%,6.31,6.31,5.62,142800,2022-10-07
CPTN,"Cepton Inc",2.51,-0.17,-6.34%,2.64,2.64,2.46,614300,2022-10-07
CRAI,"Cra International",90.32,-1.36,-1.48%,90.6,91.05,90.04,23100,2022-10-07
CRBU,"Caribou Biosciences Inc",10.16,-0.76,-6.96%,10.76,10.77,10.14,385800,2022-10-07
CRC,"California Resources Corp",42.47,-0.37,-0.86%,43.19,43.46,41.91,1602600,2022-10-07
CRD.A,"Crawford Co. Cl A",6.12,-0.05,-0.81%,6.05,6.2,5.96,33400,2022-10-07
CRDO,"Credo Technology Group Holding Ltd",10.99,-0.58,-5.01%,11.27,11.35,10.85,1001600,2022-10-07
CRGE,"Charge Enterprises Inc",1.88,-0.06,-3.09%,1.93,1.9641,1.75,467100,2022-10-07
CRGY,"Crescent Energy Company Cl A",15.5,-0.58,-3.61%,16.05,16.39,15.39,589000,2022-10-07
CRK,"Comstock Resources",17.67,-0.51,-2.81%,18.05,18.35,17.45,5672800,2022-10-07
CRMT,"America's Car-Mart",59.46,-1.82,-2.97%,60.36,61.19,58.85,65500,2022-10-07
CRNC,"Cerence Inc",15.22,-0.93,-5.76%,15.65,15.9,15.2,434500,2022-10-07
CRNX,"Crinetics Pharmaceuticals Inc",17.4,-0.55,-3.06%,17.74,18.57,17.33,377500,2022-10-07
CROX,"Crocs Inc",76.64,-1.96,-2.49%,76.07,77.11,75.03,886400,2022-10-07
CRS,"Carpenter Technology Corp",33.94,-0.54,-1.57%,34.24,34.44,33.7,150100,2022-10-07
CRSR,"Corsair Gaming Inc",12.17,-0.74,-5.73%,12.62,12.65,12,551300,2022-10-07
CRVL,"Corvel Cp",139.25,-0.54,-0.39%,138.95,140.1,135.81,65100,2022-10-07
CSGS,"C S G Sys Intl",55.39,-0.53,-0.95%,55.81,55.81,54.86,164400,2022-10-07
CSII,"Cardiovascular Syst",12.84,-0.9,-6.55%,13.59,13.59,12.62,288000,2022-10-07
CSR,Centerspace,64.51,-1.24,-1.89%,65.18,65.55,64.21,72300,2022-10-07
CSSE,"Chicken Soup For The Soul Entertainment Inc",6.41,-0.11,-1.61%,6.39,6.56,6.25,101000,2022-10-07
CSTE,"Caesarstone Sdot-Yam",9.21,-0.26,-2.75%,9.45,9.45,9.19,23500,2022-10-07
CSTL,"Castle Biosciences Inc",26.62,-0.92,-3.34%,26.88,27.1,26,221300,2022-10-07
CSTM,"Constellium N.V.",10.93,-0.54,-4.71%,11.35,11.51,10.77,717500,2022-10-07
CSTR,"Capstar Financial Holdings Inc",18.55,-0.27,-1.43%,18.77,18.77,18.23,24500,2022-10-07
CSV,"Carriage Services",32.23,-1.08,-3.24%,33,33,31.65,95900,2022-10-07
CSWI,"Csw Industrials Inc",116.02,-7.62,-6.16%,122.19,122.19,115.66,48000,2022-10-07
CTBI,"Community TR Bancp",41.19,-0.4,-0.96%,41.54,41.54,40.92,35900,2022-10-07
CTIC,"Cti Biopharm Corp",5.34,-0.4,-6.97%,5.65,5.77,5.34,3670400,2022-10-07
CTKB,"Cytek Biosciences Inc",14.67,-0.67,-4.37%,15.14,15.3,14.49,808600,2022-10-07
CTLP,"Cantalope Inc",3.27,-0.12,-3.54%,3.36,3.36,3.19,380900,2022-10-07
CTO,"Cto Realty Growth Inc",17.87,0.03,+0.17%,17.82,18.33,17.74,105800,2022-10-07
CTOS,"Custom Truck One Source",6.14,0,0.00%,6.08,6.2,6.07,445200,2022-10-07
CTRE,"Caretrust REIT Inc",16.84,-0.7,-3.99%,17.53,17.53,16.65,695400,2022-10-07
CTRN,"Citi Trends Inc",18.42,0.01,+0.05%,17.94,18.49,17.81,137300,2022-10-07
CTS,"Cts Corp",42.58,-1.9,-4.27%,44.03,44.03,42.36,258500,2022-10-07
CTV,"Innovid Corp",2.49,-0.23,-8.46%,2.63,2.68,2.44,361700,2022-10-07
CUBI,"Customers Bancorp",31.08,-0.92,-2.88%,31.48,31.48,30.48,345500,2022-10-07
CURO,"Curo Group Holdings Corp",4.41,-0.18,-3.92%,4.51,4.61,4.4,131200,2022-10-07
CURV,"Torrid Holdings Inc",4.23,-0.14,-3.20%,4.23,4.29,4.12,142300,2022-10-07
CUTR,"Cutera Inc",46.3,-1.91,-3.96%,47.39,48.11,46.11,193200,2022-10-07
CVBF,"Cvb Financial Corp",26.06,-0.29,-1.10%,26.31,26.31,25.92,670700,2022-10-07
CVCO,"Cavco Inds Inc",212.73,-6.69,-3.05%,217.09,217.09,210.62,64800,2022-10-07
CVET,"Covetrus Inc",20.88,-0.02,-0.10%,20.89,20.92,20.87,1595300,2022-10-07
CVGW,"Calavo Growers Inc",29.71,-1,-3.26%,30.56,30.82,29.51,120900,2022-10-07
CVI,"Cvr Energy Inc",33.93,-0.05,-0.15%,34.29,35.05,33.54,885600,2022-10-07
CVLG,"Covenant Logistics Group Inc",29.67,-0.57,-1.88%,29.91,30.44,29,111500,2022-10-07
CVLT,"Commvault Systems",55.16,-1.11,-1.97%,55.76,55.89,54.69,294300,2022-10-07
CVT,"Cvent Holding Corp",5.68,-0.23,-3.89%,5.82,5.84,5.63,609300,2022-10-07
CWEN,"Clearway Energy Inc Cl C",31.47,-1.04,-3.20%,32.41,32.46,31.14,596800,2022-10-07
CWE.A,"Clearway Energy Inc [Cwen.A]",28.77,-0.91,-3.07%,29.64,29.64,28.42,167000,2022-10-07
CWH,"Camping World Holdings Inc",25.73,-1.06,-3.96%,26.46,26.55,25.42,661100,2022-10-07
CWK,"Cushman & Wakefield Plc",11.44,-0.67,-5.53%,11.94,12.08,11.38,1139700,2022-10-07
CWST,"Casella Waste Sys",71.61,-3.8,-5.04%,74.43,75.39,71.09,419500,2022-10-07
CWT,"California Water Service Group Holding",53.24,-0.95,-1.75%,54.08,54.43,52.79,185200,2022-10-07
CXW,"Corecivic Inc",9.43,-0.21,-2.18%,9.51,9.56,9.31,935900,2022-10-07
CYBE,"Cyberoptics Cp",53.76,-0.01,-0.02%,53.76,53.84,53.7,113600,2022-10-07
CYH,"Community Health Systems",2.07,-0.11,-5.05%,2.15,2.15,2.02,2991400,2022-10-07
CYRX,"Cryoport Inc",25.23,-1.84,-6.80%,26.3,26.75,25.21,510900,2022-10-07
CYTK,Cytokinetics,47.76,-2.63,-5.22%,49.93,49.94,47.38,1626500,2022-10-07
CYXT,"Cyxtera Technologies Inc",3.14,-0.28,-8.19%,3.35,3.39,3.11,773500,2022-10-07
CZNC,"Citizens Nrthn Cp",23.07,-0.19,-0.82%,23.25,23.5,23.07,18700,2022-10-07
DAN,"Dana Inc",12.44,-0.49,-3.79%,12.66,12.79,12.33,1260600,2022-10-07
DAWN,"Day One Biopharmaceuticals Inc",19.55,-0.96,-4.68%,20.46,20.47,19.46,616300,2022-10-07
DBD,"Diebold Nixdorf Inc",2.86,0.02,+0.70%,2.76,2.89,2.62,1494900,2022-10-07
DBI,"Designer Brands Inc",16.05,-0.03,-0.19%,15.83,16.08,15.63,878900,2022-10-07
DBRG,"Digitalbridge Group Inc",12.68,-0.33,-2.54%,12.74,12.94,12.59,1660700,2022-10-07
DC,"Dakota Gold Corp",3.28,0.03,+0.92%,3.24,3.3,3.08,81200,2022-10-07
DCGO,"Docgo Inc.",10.69,-0.18,-1.66%,10.93,10.93,10.51,566200,2022-10-07
DCO,"Ducommun Inc",41.6,-0.77,-1.82%,42.02,42.13,41.23,24600,2022-10-07
DCOM,"Dime Community Bancshares Inc",30.27,-0.93,-2.98%,30.99,31.07,30.15,88900,2022-10-07
DCPH,"Deciphera Pharmaceuticals Inc",17.46,-0.74,-4.07%,17.91,18.25,17.43,543400,2022-10-07
DCT,"Duck Creek Technologies Inc",11.72,-0.32,-2.66%,11.84,11.94,11.54,835600,2022-10-07
DDD,"3D Systems Corp",8.44,-0.67,-7.35%,8.86,8.93,8.39,1109500,2022-10-07
DDS,Dillard's,281.26,7.15,+2.61%,270.1,282.11,269.35,173100,2022-10-07
DEA,"Easterly Government Properties",14.99,-0.13,-0.86%,15.11,15.25,14.85,935900,2022-10-07
DEN,"Denbury Inc",92.7,-0.23,-0.25%,92.76,94.66,91.82,488200,2022-10-07
DENN,"Dennys Corp",9.66,-0.14,-1.43%,9.65,9.76,9.47,546500,2022-10-07
DFH,"Dream Finders Homes Inc Cl A",10.84,-0.4,-3.56%,11.3,11.44,10.65,343000,2022-10-07
DFIN,"Donnelly Financial Solutions Inc",38.2,-0.18,-0.47%,38,38.37,37.48,180000,2022-10-07
DGICA,"Donegal Group Cl A",13.15,-0.3,-2.23%,13.54,13.54,13.1,34400,2022-10-07
DGII,"Digi Intl Inc",36.74,-0.91,-2.42%,37.19,37.56,35.27,625700,2022-10-07
DHC,"Diversified Healthcare Trust",0.9182,-0.0251,-2.66%,0.945,0.9877,0.9059,1602000,2022-10-07
DHIL,"Diamond Hill Inv",161.51,-2.47,-1.51%,160.32,161.99,160,13300,2022-10-07
DHT,"Dht Holdings",7.53,0.14,+1.89%,7.39,7.65,7.36,2719000,2022-10-07
DHX,"Dice Holdings",5.49,-0.27,-4.69%,5.71,5.72,5.45,102300,2022-10-07
DIBS,"1stdibs.com Inc",6.07,-0.62,-9.27%,6.6,6.61,5.98,148700,2022-10-07
DICE,"Dice Therapeutics Inc",22.67,0.61,+2.77%,22,22.76,21.53,484100,2022-10-07
DIN,"Dineequity Inc",65.81,-1.22,-1.82%,66.28,66.58,64.51,171700,2022-10-07
DIOD,"Diodes Inc",69.96,-3.65,-4.96%,71.7,71.91,69.62,283900,2022-10-07
DJCO,"Daily Journal Cp",255,-5.31,-2.04%,256.01,256.01,255,3700,2022-10-07
DK,"Delek US Holdings",29.95,-0.56,-1.84%,30.78,30.87,29.53,1151800,2022-10-07
DLTH,"Duluth Holdings Cl B",7.05,-0.34,-4.60%,7.25,7.3,7,59200,2022-10-07
DLX,"Deluxe Corp",16.57,-0.65,-3.77%,16.98,17.03,16.26,420800,2022-10-07
DM,"Desktop Metal Inc",2.58,-0.24,-8.51%,2.76,2.77,2.58,2188200,2022-10-07
DMRC,"Digimarc Corp",13.56,-0.68,-4.78%,14.11,14.11,13.42,65800,2022-10-07
DNLI,"Denali Therapeutics Inc",30.75,-0.75,-2.38%,31.02,31.2,30.35,678000,2022-10-07
DNMR,"Danimer Scientific Inc",2.61,-0.26,-9.06%,2.85,2.88,2.58,1438100,2022-10-07
DNOW,"Now Inc",11.24,-0.23,-2.01%,11.42,11.53,11.12,1164000,2022-10-07
DNUT,"Krispy Kreme Inc",12.8,0.06,+0.47%,12.6,12.88,12.37,1143400,2022-10-07
DO,"Diamond Offshore Drilling Inc",7.91,-0.03,-0.38%,7.93,8.14,7.81,743400,2022-10-07
DOC,"Physicians Realty Trust",13.93,-0.24,-1.69%,14.08,14.15,13.77,3697900,2022-10-07
DOCN,"Digitalocean Holdings Inc",36.92,-2.7,-6.81%,38.36,38.52,35.9,978000,2022-10-07
DOMA,"Doma Holdings Inc",0.4777,-0.0036,-0.75%,0.4853,0.5041,0.468,268600,2022-10-07
DOMO,"Domo Inc Cl B",17.43,-1.61,-8.46%,18.38,18.52,17.41,406300,2022-10-07
DOOR,"Masonite Worldwide Holdings",73.3,-2.81,-3.69%,75.26,75.26,72.71,87200,2022-10-07
DORM,"Dorman Products Inc",85.76,-0.85,-0.98%,86.4,87.16,85.36,116400,2022-10-07
DOUG,"Douglas Elliman Inc",3.94,-0.21,-5.06%,4.05,4.11,3.88,392100,2022-10-07
DRH,"Diamondrock Hospitality Company",7.84,-0.1,-1.26%,7.85,7.97,7.76,2519000,2022-10-07
DRQ,Dril-Quip,21.83,-0.17,-0.77%,22.2,22.25,21.73,175000,2022-10-07
DSEY,"Diversey Holdings Ltd",4.35,-0.24,-5.23%,4.55,4.57,4.3,873200,2022-10-07
DSGN,"Design Therapeutics Inc",15.68,-0.74,-4.51%,16.21,16.88,15.28,139500,2022-10-07
DSGR,"Distribution Solutions Group Inc",28.22,-1.13,-3.85%,29.09,29.48,28,39600,2022-10-07
DSKE,"Daseke Inc",5.9,-0.2,-3.28%,5.97,6.09,5.82,245900,2022-10-07
DSP,"Viant Technology Inc",4.27,-0.02,-0.47%,4.28,4.38,4.2,44800,2022-10-07
DTC,"Solo Brands Inc Cl A",3.84,-0.07,-1.79%,3.89,3.94,3.76,270300,2022-10-07
DUOL,"Duolingo Inc Cl A",98.5,-5.79,-5.55%,102.75,102.89,97.66,345200,2022-10-07
DVAX,"Dynavax Technologies",10.81,-0.37,-3.31%,11.1,11.21,10.75,1657300,2022-10-07
DX,"Dynex Capital",11.62,-0.07,-0.60%,11.6,11.8,11.47,1651000,2022-10-07
DXLG,"Destination XL Group",5.87,-0.22,-3.61%,6.09,6.09,5.81,348700,2022-10-07
DXPE,"Dxp Enterprise",24.97,-0.63,-2.46%,25.31,25.81,24.85,30600,2022-10-07
DY,"Dycom Industries",99.22,-2.5,-2.46%,100.77,101.31,98.98,193400,2022-10-07
DYN,"Dyne Therapeutics Inc",12.72,-0.56,-4.22%,13.18,13.53,12.62,130000,2022-10-07
DZSI,"Dasan Zhone Solutions Inc",12,-0.44,-3.54%,12.25,12.25,11.88,41400,2022-10-07
EAF,"Graftech International Ltd",4.23,0.01,+0.24%,4.17,4.27,4.16,2542400,2022-10-07
EAT,"Brinker International",25.43,-0.92,-3.49%,25.71,25.89,24.76,632700,2022-10-07
EB,"Eventbrite Inc",6.18,-0.19,-2.98%,6.19,6.27,6.09,501000,2022-10-07
EBC,"Eastern Bankshares Inc",20.13,-0.45,-2.19%,20.56,20.67,19.99,712500,2022-10-07
EBF,"Ennis Inc",19.87,-0.5,-2.45%,20.33,20.35,19.83,124500,2022-10-07
EBIX,"Ebix Inc",18.58,-1.31,-6.59%,19.44,19.5,18.35,291400,2022-10-07
