Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
CVLT,"Commvault Systems",55.16,-1.11,-1.97%,55.76,55.89,54.69,294300,2022-10-07
CVNA,"Carvana Co. Cl A",19.27,-1.86,-8.80%,20.44,20.45,18.81,11195801,2022-10-07
CVS,"CVS Corp",88.25,-10.33,-10.48%,93.18,94,87.13,19715100,2022-10-07
CVT,"Cvent Holding Corp",5.68,-0.23,-3.89%,5.82,5.84,5.63,609300,2022-10-07
CVX,"Chevron Corp",160.03,-1.39,-0.86%,162.51,163.93,159.06,9972500,2022-10-07
CW,"Curtiss-Wright Corp",147.65,-0.94,-0.63%,148.22,148.22,146.55,110800,2022-10-07
CWEN,"Clearway Energy Inc Cl C",31.47,-1.04,-3.20%,32.41,32.46,31.14,596800,2022-10-07
CWE.A,"Clearway Energy Inc [Cwen.A]",28.77,-0.91,-3.07%,29.64,29.64,28.42,167000,2022-10-07
CWH,"Camping World Holdings Inc",25.73,-1.06,-3.96%,26.46,26.55,25.42,661100,2022-10-07
CWK,"Cushman & Wakefield Plc",11.44,-0.67,-5.53%,11.94,12.08,11.38,1139700,2022-10-07
CWST,"Casella Waste Sys",71.61,-3.8,-5.04%,74.43,75.39,71.09,419500,2022-10-07
CWT,"California Water Service Group Holding",53.24,-0.95,-1.75%,54.08,54.43,52.79,185200,2022-10-07
CXW,"Corecivic Inc",9.43,-0.21,-2.18%,9.51,9.56,9.31,935900,2022-10-07
CYBE,"Cyberoptics Cp",53.76,-0.01,-0.02%,53.76,53.84,53.7,113600,2022-10-07
CYH,"Community Health Systems",2.07,-0.11,-5.05%,2.15,2.15,2.02,2991400,2022-10-07
CYRX,"Cryoport Inc",25.23,-1.84,-6.80%,26.3,26.75,25.21,510900,2022-10-07
CYTK,Cytokinetics,47.76,-2.63,-5.22%,49.93,49.94,47.38,1626500,2022-10-07
CZNC,"Citizens Nrthn Cp",23.07,-0.19,-0.82%,23.25,23.5,23.07,18700,2022-10-07
CZR,"Caesars Entertainment Inc",37.28,-1.34,-3.47%,37.44,38.14,36.7,3479400,2022-10-07
D,"Dominion Resources",64.39,-1.57,-2.38%,65.84,66.17,64.04,4691700,2022-10-07
DAL,"Delta Air Lines Inc",29.39,-1.23,-4.02%,30.2,30.22,29.06,11051700,2022-10-07
DAN,"Dana Inc",12.44,-0.49,-3.79%,12.66,12.79,12.33,1260600,2022-10-07
DAR,"Darling International Inc",73.19,0.46,+0.63%,72.28,73.49,70.92,1044800,2022-10-07
DASH,"Doordash Inc Cl A",49.39,-3.6,-6.79%,51.09,51.35,48.86,3503000,2022-10-07
DAWN,"Day One Biopharmaceuticals Inc",19.55,-0.96,-4.68%,20.46,20.47,19.46,616300,2022-10-07
DBI,"Designer Brands Inc",16.05,-0.03,-0.19%,15.83,16.08,15.63,878900,2022-10-07
DBRG,"Digitalbridge Group Inc",12.68,-0.33,-2.54%,12.74,12.94,12.59,1660700,2022-10-07
DBX,"Dropbox Inc",21.07,-0.99,-4.49%,21.65,21.73,21,2130000,2022-10-07
DCGO,"Docgo Inc.",10.69,-0.18,-1.66%,10.93,10.93,10.51,566200,2022-10-07
DCI,"Donaldson Company",50.68,-0.76,-1.48%,51.09,51.09,50.12,492400,2022-10-07
DCO,"Ducommun Inc",41.6,-0.77,-1.82%,42.02,42.13,41.23,24600,2022-10-07
DCOM,"Dime Community Bancshares Inc",30.27,-0.93,-2.98%,30.99,31.07,30.15,88900,2022-10-07
DCPH,"Deciphera Pharmaceuticals Inc",17.46,-0.74,-4.07%,17.91,18.25,17.43,543400,2022-10-07
DCT,"Duck Creek Technologies Inc",11.72,-0.32,-2.66%,11.84,11.94,11.54,835600,2022-10-07
DD,"Dupont Denemours Inc",52.36,-0.82,-1.54%,52.48,53.23,51.98,4026500,2022-10-07
DDD,"3D Systems Corp",8.44,-0.67,-7.35%,8.86,8.93,8.39,1109500,2022-10-07
DDOG,"Datadog Inc Cl A",88.06,-5.6,-5.98%,90.82,90.9,87.32,3011000,2022-10-07
DDS,Dillard's,281.26,7.15,+2.61%,270.1,282.11,269.35,173100,2022-10-07
DE,"Deere & Company",356.15,0.68,+0.19%,352.05,356.4,349.7,1351900,2022-10-07
DEA,"Easterly Government Properties",14.99,-0.13,-0.86%,15.11,15.25,14.85,935900,2022-10-07
DECK,"Deckers Outdoor Corp",334.89,-5.54,-1.63%,333.7,335.23,329.25,190600,2022-10-07
DEI,"Douglas Emmett",16.52,-0.71,-4.12%,16.81,17,16.28,1641800,2022-10-07
DELL,"Dell Technologies Inc",34.6,-2.88,-7.68%,36.05,36.49,34.54,5614900,2022-10-07
DEN,"Denbury Inc",92.7,-0.23,-0.25%,92.76,94.66,91.82,488200,2022-10-07
DENN,"Dennys Corp",9.66,-0.14,-1.43%,9.65,9.76,9.47,546500,2022-10-07
DFIN,"Donnelly Financial Solutions Inc",38.2,-0.18,-0.47%,38,38.37,37.48,180000,2022-10-07
DFS,"Discover Financial Services",93.4,-1.92,-2.01%,94,94.56,92.81,1282900,2022-10-07
DG,"Dollar General Corp",239.5,-2.17,-0.90%,240.11,240.61,238.15,1595600,2022-10-07
DGII,"Digi Intl Inc",36.74,-0.91,-2.42%,37.19,37.56,35.27,625700,2022-10-07
DGX,"Quest Diagnostics Inc",123.31,-2.75,-2.18%,125.14,125.14,122.56,692800,2022-10-07
DH,"Definitive Healthcare Corp Cl A",14.82,-1.27,-7.89%,15.92,15.92,14.77,377300,2022-10-07
DHC,"Diversified Healthcare Trust",0.9182,-0.0251,-2.66%,0.945,0.9877,0.9059,1602000,2022-10-07
DHI,"D.R. Horton",71.91,-1.89,-2.56%,72.67,72.7,71.1,2669100,2022-10-07
DHIL,"Diamond Hill Inv",161.51,-2.47,-1.51%,160.32,161.99,160,13300,2022-10-07
DHR,"Danaher Corp",268.48,-9.57,-3.44%,274.55,275.49,266.75,1577300,2022-10-07
DHT,"Dht Holdings",7.53,0.14,+1.89%,7.39,7.65,7.36,2719000,2022-10-07
DICE,"Dice Therapeutics Inc",22.67,0.61,+2.77%,22,22.76,21.53,484100,2022-10-07
DIN,"Dineequity Inc",65.81,-1.22,-1.82%,66.28,66.58,64.51,171700,2022-10-07
DINO,"HF Sinclair Corp",55.54,-1.8,-3.14%,57.31,57.61,54.9,1889300,2022-10-07
DIOD,"Diodes Inc",69.96,-3.65,-4.96%,71.7,71.91,69.62,283900,2022-10-07
DIS,"Walt Disney Company",97.16,-2.88,-2.88%,98.51,98.8,96.45,7051000,2022-10-07
DISH,"Dish Network Corp",14.06,-0.83,-5.57%,14.64,14.75,13.99,5166500,2022-10-07
DJCO,"Daily Journal Cp",255,-5.31,-2.04%,256.01,256.01,255,3700,2022-10-07
DK,"Delek US Holdings",29.95,-0.56,-1.84%,30.78,30.87,29.53,1151800,2022-10-07
DKNG,"Draftkings Inc",16.57,0.53,+3.30%,16.99,17.45,16.18,39454500,2022-10-07
DKS,"Dick's Sporting Goods Inc",110.14,-1.96,-1.75%,111.24,112.03,109.13,1144200,2022-10-07
DLB,"Dolby Laboratories",64.87,-2.58,-3.83%,66.65,66.65,64.55,279700,2022-10-07
DLR,"Digital Realty Trust",92.45,-1.95,-2.07%,93.31,94.79,92.06,2572300,2022-10-07
DLTR,"Dollar Tree Inc",141.95,-0.18,-0.13%,142.1,142.87,139.98,3123700,2022-10-07
DLX,"Deluxe Corp",16.57,-0.65,-3.77%,16.98,17.03,16.26,420800,2022-10-07
DM,"Desktop Metal Inc",2.58,-0.24,-8.51%,2.76,2.77,2.58,2188200,2022-10-07
DNA,"Ginkgo Bioworks Hldgs Inc",3.09,-0.14,-4.33%,3.14,3.25,3.07,21027100,2022-10-07
DNB,"Dun & Bradstreet Holdings Inc",12.35,-0.33,-2.60%,12.51,12.6,12.17,2037100,2022-10-07
DNLI,"Denali Therapeutics Inc",30.75,-0.75,-2.38%,31.02,31.2,30.35,678000,2022-10-07
DNOW,"Now Inc",11.24,-0.23,-2.01%,11.42,11.53,11.12,1164000,2022-10-07
DNUT,"Krispy Kreme Inc",12.8,0.06,+0.47%,12.6,12.88,12.37,1143400,2022-10-07
DO,"Diamond Offshore Drilling Inc",7.91,-0.03,-0.38%,7.93,8.14,7.81,743400,2022-10-07
DOC,"Physicians Realty Trust",13.93,-0.24,-1.69%,14.08,14.15,13.77,3697900,2022-10-07
DOCN,"Digitalocean Holdings Inc",36.92,-2.7,-6.81%,38.36,38.52,35.9,978000,2022-10-07
DOCS,"Doximity Inc Cl A",29.67,-1.27,-4.10%,30.27,30.49,29.51,1154500,2022-10-07
DOCU,"Docusign Inc",47.83,-3.74,-7.25%,50.08,50.33,47.7,6643800,2022-10-07
DOMO,"Domo Inc Cl B",17.43,-1.61,-8.46%,18.38,18.52,17.41,406300,2022-10-07
DOOR,"Masonite Worldwide Holdings",73.3,-2.81,-3.69%,75.26,75.26,72.71,87200,2022-10-07
DORM,"Dorman Products Inc",85.76,-0.85,-0.98%,86.4,87.16,85.36,116400,2022-10-07
DOUG,"Douglas Elliman Inc",3.94,-0.21,-5.06%,4.05,4.11,3.88,392100,2022-10-07
DOV,"Dover Corp",120.72,-2.78,-2.25%,122.09,122.5,119.94,761700,2022-10-07
DOW,"Dow Inc",44.41,-1.11,-2.44%,45.05,45.44,44.2,5265000,2022-10-07
DOX,"Amdocs Ltd Ord",81.27,-0.89,-1.08%,81.5,81.75,80.94,349400,2022-10-07
DPZ,"Domino's Pizza Inc",314.52,-9.7,-2.99%,320.43,321.04,312.86,713800,2022-10-07
DRH,"Diamondrock Hospitality Company",7.84,-0.1,-1.26%,7.85,7.97,7.76,2519000,2022-10-07
DRI,"Darden Restaurants",125.69,-3.82,-2.95%,128.11,128.44,124.6,1211700,2022-10-07
DRQ,Dril-Quip,21.83,-0.17,-0.77%,22.2,22.25,21.73,175000,2022-10-07
DRVN,"Driven Brands Holdings Inc",29.22,-1.16,-3.82%,29.87,29.96,28.82,530300,2022-10-07
DSEY,"Diversey Holdings Ltd",4.35,-0.24,-5.23%,4.55,4.57,4.3,873200,2022-10-07
DT,"Dynatrace Inc",36.42,-1.48,-3.91%,37.07,37.14,36.07,1247000,2022-10-07
DTE,"Dte Energy Company",107.49,-3.22,-2.91%,110.71,110.87,106.68,2693700,2022-10-07
DTM,"Dt Midstream Inc",54.07,-0.09,-0.17%,54.14,54.92,53.36,786300,2022-10-07
DUK,"Duke Energy Corp",89.07,-1.7,-1.87%,90.74,91,88.58,3162700,2022-10-07
DUOL,"Duolingo Inc Cl A",98.5,-5.79,-5.55%,102.75,102.89,97.66,345200,2022-10-07
DV,"Doubleverify Holdings Inc",27.17,-1.4,-4.90%,28.2,28.27,26.86,1107900,2022-10-07
DVA,"Davita Healthcare Partners Inc",87.17,-1.75,-1.97%,87.97,88.04,86.62,646100,2022-10-07
DVAX,"Dynavax Technologies",10.81,-0.37,-3.31%,11.1,11.21,10.75,1657300,2022-10-07
DVN,"Devon Energy Corp",72.04,-0.2,-0.28%,72.5,73.87,71.18,12020800,2022-10-07
DX,"Dynex Capital",11.62,-0.07,-0.60%,11.6,11.8,11.47,1651000,2022-10-07
DXC,"Dxc Technology Company",26.56,-0.33,-1.23%,26.51,26.63,25.97,2060400,2022-10-07
DXCM,"Dexcom Inc",102.14,6.93,+7.28%,103.63,105.33,100.11,9426000,2022-10-07
DXPE,"Dxp Enterprise",24.97,-0.63,-2.46%,25.31,25.81,24.85,30600,2022-10-07
DY,"Dycom Industries",99.22,-2.5,-2.46%,100.77,101.31,98.98,193400,2022-10-07
DYN,"Dyne Therapeutics Inc",12.72,-0.56,-4.22%,13.18,13.53,12.62,130000,2022-10-07
EA,"Electronic Arts Inc",122.31,-1.35,-1.09%,122.53,123.34,121.57,1999500,2022-10-07
EAF,"Graftech International Ltd",4.23,0.01,+0.24%,4.17,4.27,4.16,2542400,2022-10-07
EAT,"Brinker International",25.43,-0.92,-3.49%,25.71,25.89,24.76,632700,2022-10-07
EB,"Eventbrite Inc",6.18,-0.19,-2.98%,6.19,6.27,6.09,501000,2022-10-07
EBAY,"Ebay Inc",37.55,-1.34,-3.45%,38.51,38.58,37.42,6731500,2022-10-07
EBC,"Eastern Bankshares Inc",20.13,-0.45,-2.19%,20.56,20.67,19.99,712500,2022-10-07
EBF,"Ennis Inc",19.87,-0.5,-2.45%,20.33,20.35,19.83,124500,2022-10-07
EBIX,"Ebix Inc",18.58,-1.31,-6.59%,19.44,19.5,18.35,291400,2022-10-07
EBS,"Emergent Biosolutions",19.51,-1.17,-5.66%,20.37,20.44,19.4,771400,2022-10-07
EBTC,"Enterprise Bancorp",29.37,-0.49,-1.64%,29.75,29.75,29.23,5600,2022-10-07
ECL,"Ecolab Inc",143.51,-5.16,-3.47%,146.79,147,142.76,803300,2022-10-07
ECOM,"Channeladvisor Corp",22.68,-0.03,-0.13%,22.75,22.77,22.68,439200,2022-10-07
ECPG,"Encore Capital Group",46.04,-0.18,-0.39%,46.15,46.5,45.66,171500,2022-10-07
ECVT,"Pq Group Holdings Inc",8.64,-0.33,-3.68%,8.86,8.86,8.57,493500,2022-10-07
ED,"Consolidated Edison Company",81.58,-2.42,-2.88%,84.14,84.29,81.18,1855800,2022-10-07
EDIT,"Editas Medicine",12,-0.75,-5.88%,12.3,12.44,11.98,1743700,2022-10-07
EE,"Excelerate Energy Inc Cl A",24.19,-0.07,-0.29%,23.93,24.93,23.57,457300,2022-10-07
EEFT,"Euronet Worldwide",77.71,-2.31,-2.89%,79.17,79.19,76.95,320200,2022-10-07
EFC,"Ellington Financial Llc",11.57,-0.13,-1.11%,11.58,11.87,11.45,819500,2022-10-07
EFSC,"Enterprises Finl Svc",44.7,-1.33,-2.89%,45.67,46,44.48,110400,2022-10-07
EFX,"Equifax Inc",168.82,-5.5,-3.16%,171.18,171.62,168.34,561900,2022-10-07
EGBN,"Eagle Bancorp Inc",44.29,-0.48,-1.07%,44.67,44.76,43.8,107200,2022-10-07
EGHT,"8X8 Inc",3.29,-0.22,-6.27%,3.43,3.46,3.19,3176800,2022-10-07
EGIO,"Edgio Inc",2.93,-0.09,-2.98%,2.99,3.01,2.91,420700,2022-10-07
EGLE,"Eagle Bulk Ship",49.63,1.17,+2.41%,48.3,50.13,48.12,342500,2022-10-07
EGP,"Eastgroup Properties",138.16,-3.96,-2.79%,141.62,141.63,137.47,162200,2022-10-07
EGRX,"Eagle Pharmaceuticals",26.05,0.23,+0.89%,25.66,26.4,25.27,208700,2022-10-07
EHAB,"Enhabit Inc",14.23,-0.32,-2.20%,14.42,14.64,14.11,255300,2022-10-07
EHC,"Encompass Health Corp",48.44,-0.61,-1.24%,48.56,48.58,47.67,471500,2022-10-07
EIG,"Employers Holdings Inc",32.83,-0.43,-1.29%,33.28,33.29,32.58,82900,2022-10-07
EIGR,"Eiger Biopharma",6.32,-0.22,-3.36%,6.44,6.52,6.2,434700,2022-10-07
EIX,"Edison International",58.63,-0.02,-0.03%,58.63,58.94,57.94,2779000,2022-10-07
EL,"Estee Lauder Companies",219.77,-9.33,-4.07%,226.08,226.63,218.8,1387400,2022-10-07
ELAN,"Elanco Animal Health Inc",12.28,-0.37,-2.92%,12.47,12.54,12.14,6890200,2022-10-07
ELF,"E.L.F. Beauty Inc",38.27,-0.43,-1.11%,38.5,38.62,38.06,440100,2022-10-07
ELS,"Equity Lifestyle Properties",60.8,-1.51,-2.42%,61.98,62,60.32,969200,2022-10-07
ELV,"Elevance Health Inc",467.06,-10.89,-2.28%,474,474,464.76,708000,2022-10-07
EMBC,"Embecta Corp",27.74,-1.24,-4.28%,28.63,28.81,27.69,369200,2022-10-07
EME,"Emcor Group",120.28,-1.51,-1.24%,121.19,121.19,119.22,177800,2022-10-07
EMN,"Eastman Chemical Company",72.39,-2.44,-3.26%,73.94,74.35,71.82,960600,2022-10-07
EMR,"Emerson Electric Company",77.83,-1.64,-2.06%,78.95,79.07,76.96,4655300,2022-10-07
ENFN,"Enfusion Inc Cl A",10.91,-0.41,-3.62%,11.19,11.27,10.73,237200,2022-10-07
ENOV,"Enovis Corp",45.93,-1.93,-4.03%,47.22,47.22,45.85,461100,2022-10-07
ENPH,"Enphase Energy Inc",255.15,-2.3,-0.89%,253.9,263.74,252.26,4868200,2022-10-07
ENR,"Energizer Holdings Inc",25.58,-0.26,-1.01%,25.69,25.97,25.22,935800,2022-10-07
ENS,"Enersys Inc",60.17,-1.95,-3.14%,61.47,61.63,59.76,205000,2022-10-07
ENSG,"The Ensign Group IN",82.5,-1.43,-1.70%,83.09,83.76,81.9,336900,2022-10-07
ENTA,"Enanta Pharmaceutica",48.31,-3.06,-5.96%,50.73,50.73,47.9,174500,2022-10-07
ENTG,"Entegris Inc",82.14,-6.05,-6.86%,85.62,85.82,81.68,1621200,2022-10-07
ENV,"Envestnet Inc",44.31,-1.69,-3.67%,45.58,45.69,43.95,244200,2022-10-07
ENVA,"Enova International Inc",30.21,-1.07,-3.42%,31,31,30.09,265500,2022-10-07
ENVX,"Enovix Corp",18.93,-0.75,-3.81%,19.3,19.59,18.47,2359200,2022-10-07
EOG,"Eog Resources",127.45,-0.08,-0.06%,128.07,130.32,126.28,3655600,2022-10-07
EOLS,"Evolus Inc",8.55,-0.4,-4.47%,8.85,8.93,8.49,453800,2022-10-07
EPAC,"Actuant Corp",20.15,-0.62,-2.99%,20.5,20.58,19.87,505400,2022-10-07
EPAM,"Epam Systems Inc",340,-16.31,-4.58%,350,351,335,636200,2022-10-07
EPC,"Edgewell Personal Care",38.7,-0.53,-1.35%,39.18,39.26,38.5,481500,2022-10-07
EPR,"Entertainment Properties Trust",35.8,-0.78,-2.13%,36.33,36.6,35.5,477200,2022-10-07
EPRT,"Essential Properties Realty Trust Inc",19.23,-0.49,-2.48%,19.57,19.68,19.19,1037700,2022-10-07
EQBK,"Equity Bncsrs Cm A",30.37,-0.42,-1.36%,30.73,30.75,30.23,28000,2022-10-07
EQC,"Equity Commonwealth",23.95,-0.24,-0.99%,24.16,24.22,23.93,1053100,2022-10-07
EQH,"Axa Equitable Holdings Inc",28.15,-0.61,-2.12%,28.4,28.56,27.85,1852800,2022-10-07
EQIX,"Equinix Inc",541.86,-15.57,-2.79%,549.74,554.27,538.08,473400,2022-10-07
EQR,"Equity Residential",62.53,-1.92,-2.98%,64,64.27,62.14,2391600,2022-10-07
EQRX,"Eqrx Inc",4.84,-0.28,-5.47%,5,5.2,4.83,1506500,2022-10-07
EQT,"Eqt Corp",43.17,-0.77,-1.75%,43.88,44.92,43.07,6203700,2022-10-07
ERAS,"Erasca Inc",7.89,-0.56,-6.63%,8.4,8.43,7.82,358700,2022-10-07
ERIE,"Erie Indemnity Company",229.71,-3.06,-1.31%,230.69,231,228.46,79800,2022-10-07
ERII,"Energy Recovery Inc",21.5,-0.63,-2.85%,21.86,22,21.3,529000,2022-10-07
ES,"Eversource Energy",74.25,-1.24,-1.64%,75.28,75.61,73.74,1714500,2022-10-07
ESAB,"Esab Corp",34.3,-0.9,-2.56%,34.98,35,34.09,249200,2022-10-07
ESE,"Esco Technologies Inc",75.73,-2.38,-3.05%,77.54,77.54,74.96,62600,2022-10-07
ESGR,"Enstar Group Ltd",183.34,1.64,+0.90%,180.86,183.95,178.57,49300,2022-10-07
ESI,"Element Solutions Inc",16.31,-0.81,-4.73%,16.95,17.08,16.26,2297700,2022-10-07
ESMT,"Engagesmart Inc",21.69,-0.14,-0.64%,21.62,21.7,20.92,813700,2022-10-07
ESNT,"Essent Group Ltd",36.01,-1.31,-3.51%,36.76,37.06,35.87,462900,2022-10-07
ESPR,"Esperion Theraptc",7.42,0.38,+5.40%,7.01,7.67,6.93,1533500,2022-10-07
ESRT,"Empire State Realty Trust Inc",6.4,-0.19,-2.88%,6.49,6.53,6.34,852300,2022-10-07
ESS,"Essex Property Trust",221.21,-7.48,-3.27%,226.83,228.23,220.25,537400,2022-10-07
ESTC,"Elastic N.V.",71.95,-4.16,-5.47%,73.86,74.22,71.06,887200,2022-10-07
ESTE,"Earthstone Energy",14.81,-0.45,-2.95%,14.34,15.36,14.34,3647100,2022-10-07
ETD,"Ethan Allen Interiors Inc",22.19,-0.38,-1.68%,22.34,22.52,22.09,273000,2022-10-07
ETN,"Eaton Corp",136.83,-5.62,-3.95%,140.43,140.63,135.82,1884500,2022-10-07
ETR,"Entergy Corp",101.23,-1.48,-1.44%,102.64,103.11,100.18,1511000,2022-10-07
ETRN,"Equitrans Midstream Corp",7.92,-0.18,-2.22%,8.1,8.12,7.89,3439400,2022-10-07
ETSY,"Etsy Inc",110.44,-4.67,-4.06%,111.48,112.79,109.57,1980300,2022-10-07
ETWO,"E2Open Parent Hldg",6.49,-0.41,-5.94%,6.72,6.75,6.47,1361800,2022-10-07
EVA,"Enviva Partners LP",61.76,-1.37,-2.17%,62.8,62.8,60.75,500100,2022-10-07
EVBG,"Everbridge Inc",31.64,-2.15,-6.36%,33.08,33.08,31.23,453900,2022-10-07
EVC,"Entravision Communications Corp",4.09,-0.09,-2.15%,4.15,4.17,4.02,149200,2022-10-07
EVGO,"Evgo Inc",7.94,-0.23,-2.82%,8.01,8.13,7.82,1114800,2022-10-07
EVH,"Evolent Health Inc Cl A Com",34.09,-2.58,-7.04%,36.27,36.42,33.49,1520700,2022-10-07
EVOP,"Evo Payments Inc Cl A",33.56,0.09,+0.27%,33.47,33.56,33.41,439300,2022-10-07
EVR,"Evercore Partners Inc",86.28,-3.72,-4.13%,88.37,88.54,85.69,666200,2022-10-07
EVRG,"Evergy Inc",57.04,-0.99,-1.71%,58.04,58.22,56.67,1411800,2022-10-07
EVRI,"Everi Holdings Inc",17.54,-0.35,-1.96%,17.65,17.88,17.42,467400,2022-10-07
EVTC,"Evertec Inc",32.22,-0.31,-0.95%,32.25,32.28,31.95,308100,2022-10-07
EW,"Edwards Lifesciences Corp",84.23,-2.25,-2.60%,85.57,85.73,83.66,2294200,2022-10-07
EWBC,"East West Bancorp",71.06,-1.99,-2.72%,72.27,72.76,70.48,593300,2022-10-07
EWCZ,"European Wax Center Cl A",17.11,-0.15,-0.87%,17.25,17.63,16.76,725000,2022-10-07
EXAS,"Exact Sciences Cor",33.82,-2.5,-6.88%,35.22,35.27,33.78,2249400,2022-10-07
EXC,"Exelon Corp",36.96,-0.8,-2.12%,37.69,37.84,36.76,7119500,2022-10-07
EXEL,"Exelixis Inc",15.4,-0.2,-1.28%,15.55,15.7,15.25,3829600,2022-10-07
EXLS,"Exlservice Holdings",157.02,-3.71,-2.31%,159.93,159.93,155.35,258400,2022-10-07
EXP,"Eagle Materials Inc",110.66,-3.39,-2.97%,112.39,112.75,110.04,257600,2022-10-07
EXPD,"Expeditors Intl",89.2,-1.45,-1.60%,89.81,90.23,88.76,1515300,2022-10-07
EXPE,"Expedia Group Inc",93.92,-1.69,-1.77%,94.01,94.71,92.45,1971400,2022-10-07
EXPI,"Exp Realty International",12.34,-0.53,-4.12%,12.43,12.63,12.2,850000,2022-10-07
EXPO,"Exponent Inc",88.36,0.86,+0.98%,86.85,88.45,86.85,306100,2022-10-07
EXR,"Extra Space Storage Inc",165.17,-6.94,-4.03%,170.4,171.83,164.01,981300,2022-10-07
EXTR,"Extreme Networks",13.7,-0.58,-4.06%,14.1,14.18,13.55,868700,2022-10-07
EYE,"National Vision Holdings Inc",33.62,-0.75,-2.18%,33.94,34.04,33.2,467800,2022-10-07
EZPW,"Ezcorp Inc",7.89,-0.05,-0.63%,7.93,7.93,7.75,281300,2022-10-07
F,"Ford Motor Company",12.2,-0.16,-1.29%,12.18,12.3,12,56494398,2022-10-07
FA,"First Advantage Corp",13.2,-0.4,-2.94%,13.5,13.62,13.15,593200,2022-10-07
FAF,"First American Corp",47.72,-1.28,-2.61%,48.52,48.61,47.63,435900,2022-10-07
FANG,"Diamondback Energy",142.43,0.1,+0.07%,142.5,144.08,140.28,2081000,2022-10-07
FARO,"Faro Tech Inc",27.27,-1.95,-6.67%,28.85,29.16,27.24,102100,2022-10-07
FAST,"Fastenal Company",45.85,-1.53,-3.23%,46.77,46.77,45.6,3911200,2022-10-07
FATE,"Fate Therapeutics",21.47,-1.75,-7.54%,22.56,22.69,21.31,1105800,2022-10-07
FBC,"Flagstar Bancorp",32.37,-1.31,-3.89%,33.38,33.38,32.36,1031300,2022-10-07
FBHS,"Fortune Brands Home & Security",56.76,-2.13,-3.62%,57.83,57.89,56.51,1093700,2022-10-07
FBK,"Fb Financial Corp",38.71,-0.55,-1.40%,39.32,39.32,38.27,143400,2022-10-07
FBMS,"First Bancshs [Ms]",30.36,0.18,+0.60%,30.12,30.38,29.68,136500,2022-10-07
FBNC,"First Bancorp [Nc]",37.6,-0.61,-1.60%,38.15,38.19,37.48,151100,2022-10-07
FBP,"First Bancorp",14.52,-0.23,-1.56%,14.76,14.78,14.4,1196500,2022-10-07
FBRT,"Franklin Bsp Realty Trust Inc",11.11,0.02,+0.18%,10.95,11.25,10.95,399800,2022-10-07
FC,"Franklin Covey Company",45.83,-1.32,-2.80%,46.85,47.1,45.6,93900,2022-10-07
FCBC,"First Community Bksh",32.62,-0.56,-1.69%,32.9,32.9,32.53,27800,2022-10-07
FCEL,"Fuelcell Energy Inc",3.11,-0.16,-4.89%,3.2,3.2,3.07,10557600,2022-10-07
FCF,"First Commonwealth Financial Corp",13.1,-0.3,-2.24%,13.31,13.36,13.08,485100,2022-10-07
FCFS,"Firstcash Holdings Inc",77.79,-0.97,-1.23%,78.24,78.46,77.31,184600,2022-10-07
FCN,"Fti Consulting",172.69,1.03,+0.60%,171.38,172.98,169.5,204400,2022-10-07
FCNCA,"First Citizens Bancs",825.66,-17.8,-2.11%,838,838,822.19,128700,2022-10-07
FCPT,"Four Corners Property Trust IN",23.07,-0.44,-1.87%,23.33,23.47,22.84,417600,2022-10-07
FCX,"Freeport-Mcmoran Inc",28.95,-0.87,-2.92%,29.4,29.85,28.76,12667300,2022-10-07
FDMT,"4D Molecular Therapeutics Inc",7.12,-0.5,-6.56%,7.55,7.55,7.08,448200,2022-10-07
FDP,"Fresh Del Monte Produce",23.67,-0.12,-0.50%,23.77,23.78,23.31,244600,2022-10-07
FDS,"Factset Research Systems Inc",413.69,-5.56,-1.33%,413.57,414.89,409.64,277700,2022-10-07
FDX,"Fedex Corp",154.41,-0.78,-0.50%,152.51,154.6,148.96,7783500,2022-10-07
FE,"Firstenergy Corp",36.1,-0.75,-2.04%,36.85,36.91,35.85,4125700,2022-10-07
FEAM,"5E Advanced Materials Inc",10.16,-1.54,-13.16%,11.47,11.47,9.94,236200,2022-10-07
FELE,"Franklin Electric Company",83.83,-1.9,-2.22%,84.83,85,83.15,147800,2022-10-07
FFBC,"First Finl Bncp [Oh]",21.8,-0.47,-2.11%,22.22,22.62,21.75,348100,2022-10-07
FFIC,"Flushing Finl Corp",19.56,-0.24,-1.21%,19.69,19.8,19.44,115100,2022-10-07
FFIN,"First Finl Bkshs Inc",43.02,-0.8,-1.83%,43.58,43.75,42.67,308500,2022-10-07
FFIV,"F5 Inc",144.17,-8.07,-5.30%,150.95,150.95,143.43,591200,2022-10-07
FFWM,"First Foundation",17.87,-0.83,-4.44%,18.58,18.58,17.86,334900,2022-10-07
FGEN,"Fibrogen Inc CS",14.72,0.46,+3.23%,14.07,14.79,13.99,1135500,2022-10-07
FHB,"First Hawaiian Inc",24.98,-0.61,-2.38%,25.49,25.49,24.96,540100,2022-10-07
FHI,"Federated Investors",32.1,-0.92,-2.79%,32.81,32.81,32.01,381000,2022-10-07
FHN,"First Horizon Corp",23.02,-0.02,-0.09%,23.02,23.16,22.92,3360100,2022-10-07
FIBK,"First Interstate Ban",41.51,-0.67,-1.59%,42.09,42.09,41.3,550000,2022-10-07
FICO,"Fair Isaac and Company",402.2,-11.62,-2.81%,407.3,411.73,399.31,327700,2022-10-07
