Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
IONS,"Ionis Pharmaceuticals",45.93,0.33,+0.72%,45.3,46.26,44.71,1047400,2022-10-07
IP,"International Paper Company",31.56,-0.64,-1.99%,31.76,31.81,31.3,3683900,2022-10-07
IPG,"Interpublic Group of Companies",26.47,-0.46,-1.71%,26.59,26.68,26.3,3091600,2022-10-07
IPGP,"Ipg Photonics Corp",86.62,-3.59,-3.98%,88.86,88.86,86.15,219700,2022-10-07
IQV,"Iqvia Holdings Inc",180.34,-7.2,-3.84%,184.6,184.88,178.78,1200400,2022-10-07
IR,"Ingersoll Rand Inc",45.65,-1.36,-2.89%,46.29,46.47,45.32,1638300,2022-10-07
IRM,"Iron Mountain Inc",45.65,-0.35,-0.76%,45.53,46.65,45.36,1861500,2022-10-07
ISRG,"Intuitive Surg Inc",188.68,-9.02,-4.56%,194.65,195.6,187.62,1897300,2022-10-07
IT,"Gartner Inc",294.01,-6.75,-2.24%,297.54,297.64,291.79,360500,2022-10-07
ITT,"ITT Inc",69.47,-2.25,-3.14%,70.82,71.17,69.04,377600,2022-10-07
ITW,"Illinois Tool Works Inc",187.41,-4.49,-2.34%,190.26,190.38,186.48,815700,2022-10-07
IVZ,"Invesco Plc",14.37,-0.6,-4.01%,14.7,14.82,14.23,4958500,2022-10-07
J,"Jacobs Engineering Group Inc",112.39,-1.39,-1.22%,112.9,113.11,111.63,365200,2022-10-07
JAMF,"Jamf Holding Corp",23.67,-1.88,-7.36%,25.01,25.09,23.65,301800,2022-10-07
JAZZ,"Jazz Pharma Plc",135.8,-3.29,-2.37%,139.05,139.05,134.87,537600,2022-10-07
JBGS,"Jbg Smith Properties",17.76,-0.42,-2.31%,18,18.14,17.66,1104900,2022-10-07
JBHT,"J B Hunt Transport",160.06,-5.05,-3.06%,163.13,164.08,159.44,688500,2022-10-07
JBL,"Jabil Circuit",60.2,-1.48,-2.40%,60.86,61.04,59.5,965800,2022-10-07
JBLU,"Jetblue Airways Cp",6.61,-0.34,-4.89%,6.86,6.89,6.51,11509899,2022-10-07
JCI,"Johnson Controls Intl",50.44,-2.01,-3.83%,51.86,51.94,50.17,3431200,2022-10-07
JEF,"Jefferies Financial Group Inc",31.49,-0.99,-3.05%,32.17,32.19,31.37,1210700,2022-10-07
JHG,"Janus Henderson Group Plc",20.66,-0.31,-1.48%,20.66,20.8,20.24,2262100,2022-10-07
JKHY,"Jack Henry & Assoc",185.66,-0.36,-0.19%,185.18,186.01,183.51,353900,2022-10-07
JLL,"Jones Lang Lasalle Inc",157.17,-6.66,-4.07%,161.56,161.64,155.99,361800,2022-10-07
JNJ,"Johnson & Johnson",160.2,-1.71,-1.06%,161.77,162.22,159.17,6363500,2022-10-07
JNPR,"Juniper Networks",26.74,-0.8,-2.90%,27.23,27.29,26.61,2317100,2022-10-07
JPM,"JP Morgan Chase & Company",105.98,-2.16,-2.00%,107.52,107.71,105.26,11681000,2022-10-07
JWN,Nordstrom,19.34,0.1,+0.52%,18.93,19.42,18.71,5058800,2022-10-07
K,"Kellogg Company",69.65,-0.39,-0.56%,69.93,70.35,69.22,1853700,2022-10-07
KBR,"KBR Inc",46.19,-0.68,-1.45%,46.63,46.87,45.78,1222900,2022-10-07
KD,"Kyndryl Hldgs Inc",8.49,-0.37,-4.18%,8.75,8.76,8.45,1831300,2022-10-07
KDP,"Keurig Dr Pepper Inc",36.5,-0.64,-1.72%,37.2,37.2,36.45,7064700,2022-10-07
KEX,"Kirby Corp",65.62,-1.59,-2.37%,66.52,67.24,65.2,367500,2022-10-07
KEY,Keycorp,16.15,-0.47,-2.83%,16.5,16.51,16.1,12931399,2022-10-07
KEYS,"Keysight Technologies Inc",161.06,-7.45,-4.42%,166,166.05,160.16,769600,2022-10-07
KHC,"Kraft Heinz Company",33.03,-0.39,-1.17%,33.4,33.49,32.81,6786100,2022-10-07
KIM,"Kimco Realty Corp",18.63,-0.53,-2.77%,19.02,19.14,18.46,5446600,2022-10-07
KKR,"KKR & Co. LP",44.9,-2.14,-4.55%,46.08,46.41,44.76,4139100,2022-10-07
KLAC,"K L A-Tencor Corp",314.16,-13.33,-4.07%,318.3,321.75,310.95,2194500,2022-10-07
KMB,"Kimberly-Clark Corp",109.59,-2.6,-2.32%,112.35,112.75,109.51,2047600,2022-10-07
KMI,"Kinder Morgan",17.24,-0.15,-0.86%,17.37,17.49,17.09,16677199,2022-10-07
KMPR,"Kemper Corp",43.52,-0.83,-1.87%,44.32,44.32,43.29,200700,2022-10-07
KMX,"Carmax Inc",62.31,-3.08,-4.71%,64.18,64.69,61.65,2247100,2022-10-07
KNX,"Knight-Swift Transporation Inc",48.28,-0.78,-1.59%,48.52,48.6,47.64,1433400,2022-10-07
KO,"Coca-Cola Company",54.51,-0.52,-0.94%,54.99,55.09,54.25,11479700,2022-10-07
KR,"Kroger Company",43,-0.72,-1.65%,43.66,43.78,42.81,5269800,2022-10-07
KRC,"Kilroy Realty Corp",40.7,-1.08,-2.58%,41.35,41.38,40.04,706900,2022-10-07
KSS,"Kohl's Corp",27.03,-0.32,-1.17%,26.83,27.14,26.55,2316300,2022-10-07
L,"Loews Corp",51.35,-0.8,-1.53%,51.91,51.94,51.04,760800,2022-10-07
LAD,"Lithia Motors",205.33,-6.02,-2.85%,209,210.6,204,554500,2022-10-07
LAMR,"Lamar Advertis A",85.1,-2,-2.30%,86.58,86.99,84.5,686500,2022-10-07
LAZ,"Lazard Ltd",32.41,-0.61,-1.85%,32.72,32.83,32.11,550500,2022-10-07
LBRDA,"Liberty Broadbd A",77.25,-2.39,-3.00%,78.91,79.47,76.77,230100,2022-10-07
LBRDK,"Liberty Broadbd C",75.88,-2.54,-3.24%,77.85,78.16,75.51,945700,2022-10-07
LCID,"Lucid Group Inc",13.17,-1.24,-8.61%,14.06,14.18,13.12,21772400,2022-10-07
LDOS,"Leidos Holdings Inc",91.45,-0.18,-0.20%,91.05,91.65,90.8,652000,2022-10-07
LEA,"Lear Corp",124.67,-4.67,-3.61%,127.7,127.7,123.6,420200,2022-10-07
LECO,"Lincoln Elec Holdings",124.04,-3.17,-2.49%,126.24,126.24,122.98,240000,2022-10-07
LEG,"Leggett & Platt Inc",34.27,-0.7,-2.00%,34.5,34.51,33.99,560900,2022-10-07
LEN,"Lennar Corp",78.11,-2.05,-2.56%,78.79,78.96,77.31,1908200,2022-10-07
LEN.B,"Lennar Corp Cl B",62.28,-1.69,-2.64%,63.19,63.19,61.84,40800,2022-10-07
LESL,"Leslie's Inc",14.62,-0.43,-2.86%,14.75,14.86,14.47,2064300,2022-10-07
LFUS,"Littelfuse Inc",204.11,-9.41,-4.41%,209.83,211.24,202.74,97600,2022-10-07
LH,"Laboratory Corp of America Holdings",205.61,-4.66,-2.22%,208.06,208.95,203.85,1003200,2022-10-07
LHX,"L3Harris Technologies Inc",224.32,3.82,+1.73%,219.79,224.51,219.39,1270400,2022-10-07
LII,"Lennox International",221.03,-9.94,-4.30%,228.55,228.55,219.8,256500,2022-10-07
LIN,"Linde Plc",273.2,-5.62,-2.02%,276.48,277,271.87,1587900,2022-10-07
LITE,"Lumentum Holdings",72.7,-1.27,-1.72%,73.04,73.2,71.75,474700,2022-10-07
LKQ,"LKQ Corp",49.35,-0.63,-1.26%,49.43,49.79,49.06,1085600,2022-10-07
LLY,"Eli Lilly and Company",326.66,-6.29,-1.89%,332.97,333.07,324.9,2601600,2022-10-07
LMT,"Lockheed Martin Corp",403.96,4.35,+1.09%,398.56,404.67,396.01,1124700,2022-10-07
LNC,"Lincoln National Corp",46.8,-1.08,-2.26%,47.17,47.46,46.18,1172700,2022-10-07
LNG,"Cheniere Energy",174,1.49,+0.86%,172.7,177.1,171.53,2303800,2022-10-07
LNT,"Alliant Energy Corp",49.65,-1.6,-3.12%,51.24,51.39,49.26,2724700,2022-10-07
LOPE,"Grand Canyon Educati",80.84,-1.79,-2.17%,82.39,82.39,80.57,221300,2022-10-07
LOW,"Lowe's Companies",197.21,-2.77,-1.39%,198.02,198.51,195.34,3467000,2022-10-07
LPLA,"Lpl Financial Holdings",242.48,-3.94,-1.60%,243.48,243.49,232.9,1289200,2022-10-07
LPX,"Louisiana-Pacific Corp",53.88,-1.24,-2.25%,54.3,54.32,53.39,628800,2022-10-07
LRCX,"Lam Research Corp",374.84,-22.76,-5.72%,386.67,388.66,371.77,2079700,2022-10-07
LSCC,"Lattice Semicond",51.32,-4.01,-7.25%,53.47,53.66,50.68,1748200,2022-10-07
LSI,"Life Storage",103.63,-4.64,-4.29%,107.68,108.28,102.76,722700,2022-10-07
LSTR,"Landstar System",143.71,-5.43,-3.64%,147.1,147.5,143.1,291100,2022-10-07
LSXMA,"Liberty Srs XM CS A",39.61,-0.43,-1.07%,39.62,39.78,39.25,359300,2022-10-07
LSXMK,"Liberty Srs XM CS C",39.32,-0.4,-1.01%,39.33,39.46,38.97,460900,2022-10-07
LULU,"Lululemon Athletica",298.22,-12.26,-3.95%,303.55,306.44,296.47,1283900,2022-10-07
LUMN,Centurylink,6.7,-0.23,-3.32%,6.88,6.88,6.63,24952699,2022-10-07
LUV,"Southwest Airlines Company",31.87,-0.67,-2.06%,32.26,32.42,31.42,4428700,2022-10-07
LVS,"Las Vegas Sands",42.5,-0.57,-1.32%,42.76,42.82,41.62,6788100,2022-10-07
LW,"Lamb Weston Holdings Inc",82.79,0.06,+0.07%,82.46,82.89,81.13,1777600,2022-10-07
LYB,"Lyondellbasell Industries NV",78.62,-1.5,-1.87%,79.39,80.16,78.04,2079600,2022-10-07
LYFT,"Lyft Inc Cl A",12.51,-1.19,-8.69%,13.02,13.1,12.32,16712699,2022-10-07
LYV,"Live Nation Entertainment",78.61,-1.25,-1.57%,78.73,79.68,78.01,1072800,2022-10-07
M,"Macy's Inc",17.44,-0.09,-0.51%,17.11,17.51,17.03,7779000,2022-10-07
MA,"Mastercard Inc",294.97,-4.26,-1.42%,296.66,297.19,292.99,2210800,2022-10-07
MAA,"Mid-America Apartment Communities",145.24,-4.97,-3.31%,148.77,149.6,144.18,786100,2022-10-07
MAN,"Manpower Inc",67,-1.89,-2.74%,68.02,68.02,66.57,336400,2022-10-07
MANH,"Manhattan Assoc",135.43,-5.06,-3.60%,138.63,138.63,134.02,224600,2022-10-07
MAR,"Marriot Int Cl A",141.5,-2.57,-1.78%,141.93,142.17,139.31,2409100,2022-10-07
MAS,"Masco Corp",48.62,-1.96,-3.88%,49.81,49.81,48.39,1957700,2022-10-07
MASI,"Masimo Corp",134.29,-8.71,-6.09%,141.18,141.18,133.97,1035800,2022-10-07
MAT,"Mattel Inc",19.84,0.36,+1.85%,19.19,19.92,19.02,3580700,2022-10-07
MCD,"McDonald's Corp",233.19,-1.56,-0.66%,233.96,234.6,232.08,2294300,2022-10-07
MCHP,"Microchip Technology",63.82,-3.3,-4.92%,65.1,65.52,63.48,6359400,2022-10-07
MCK,"Mckesson Corp",346.68,-4.21,-1.20%,347.92,350.14,345.09,679100,2022-10-07
MCO,"Moody's Corp",245.46,-8.61,-3.39%,251.18,252.24,243.8,961700,2022-10-07
MCW,"Mister Car Wash Inc",8.92,-0.44,-4.70%,9.22,9.27,8.77,1924900,2022-10-07
MDB,"Mongodb Inc Cl A",189.79,-9.41,-4.72%,192.06,194.39,186.86,1344800,2022-10-07
MDLZ,"Mondelez Intl Inc",55.26,-0.75,-1.34%,55.85,55.95,54.95,6753200,2022-10-07
MDT,"Medtronic Inc",82.42,-2,-2.37%,83.91,84.04,82.01,4267800,2022-10-07
MDU,"Mdu Res Group Inc",27.68,-0.64,-2.26%,28.17,28.17,27.57,908600,2022-10-07
MET,"Metlife Inc",63.25,-1.3,-2.01%,64.03,64.32,62.71,3724900,2022-10-07
META,"Meta Platforms Inc",133.45,-5.62,-4.04%,136.76,138.29,132.44,33214699,2022-10-07
MGM,"MGM Resorts International",32.68,-0.64,-1.92%,32.83,33.14,32.34,4440200,2022-10-07
MHK,"Mohawk Industries",95.49,-2.75,-2.80%,96.38,96.76,94.94,550600,2022-10-07
MIDD,"Middleby Corp",134.72,-2.39,-1.74%,136.11,136.11,133.01,282000,2022-10-07
MKC,"Mccormick & Company",73.44,1.01,+1.39%,72.18,74.09,71.95,1986600,2022-10-07
MKL,"Markel Corp",1151.88,7.87,+0.69%,1133.52,1176.7,1118.54,118400,2022-10-07
MKSI,"Mks Instruments Inc",82.87,-5.18,-5.88%,85.29,85.44,82.38,644400,2022-10-07
MKTX,"Marketaxess Holdings",235.62,-2.63,-1.10%,235.3,236.15,233.35,278300,2022-10-07
MLM,"Martin Marietta Materials",320.25,-10.07,-3.05%,325.97,326.76,317.99,318400,2022-10-07
MMC,"Marsh & Mclennan Companies",152.19,-5.13,-3.26%,156.6,156.83,151.39,3057200,2022-10-07
MMM,"3M Company",107.52,-3.6,-3.24%,110.37,110.76,107.08,4296400,2022-10-07
MNST,"Monster Beverage Cp",90.29,-1.45,-1.58%,91.18,91.43,89.94,2775800,2022-10-07
MO,"Altria Group",42.82,-0.17,-0.40%,42.93,43.33,42.33,10524500,2022-10-07
MOH,"Molina Healthcare Inc",348.76,-5.31,-1.50%,348.48,351.36,342.23,545400,2022-10-07
MORN,"Morningstar Inc",214.44,-9.84,-4.39%,220.99,221.1,213.6,99400,2022-10-07
MOS,"Mosaic Company",51.06,-0.25,-0.49%,50.9,51.62,49.57,3243700,2022-10-07
MP,"Mp Materials Corp",29.68,-1.11,-3.61%,30.24,30.59,29.55,1192800,2022-10-07
MPC,"Marathon Petroleum Corp",106.84,-1.02,-0.95%,108.26,109.02,105.71,3114900,2022-10-07
MPW,"Medical Properties Trust",10.14,-0.55,-5.14%,10.52,10.58,10,32829801,2022-10-07
MPWR,"Monolithic Power Sys",362.6,-32.75,-8.28%,383.89,383.89,357.71,1384600,2022-10-07
MRCY,"Mercury Sys Inc",44.33,-0.97,-2.14%,45.25,45.25,43.84,210800,2022-10-07
MRK,"Merck & Company",87.6,0.16,+0.18%,87.88,88.3,87.11,8837300,2022-10-07
MRNA,"Moderna Inc",119.32,-5.83,-4.66%,121.5,123.36,118.46,3158300,2022-10-07
MRO,"Marathon Oil Corp",27.94,-0.31,-1.10%,28.3,28.91,27.63,18554600,2022-10-07
MRTX,"Mirati Therapeutics",66.89,-5.51,-7.61%,71.09,71.97,66.74,767200,2022-10-07
MRVI,"Maravai Lifesciences Holdings Inc Cl A",19.74,-1.19,-5.69%,20.81,21.32,19.55,1746700,2022-10-07
MRVL,"Marvell Technology Inc",42.35,-5.61,-11.70%,46.16,46.38,42.22,18033699,2022-10-07
MS,"Morgan Stanley",78.93,-2.38,-2.93%,80.7,80.79,78.38,7180900,2022-10-07
MSA,"Msa Safety Inc",115.41,-1.19,-1.02%,116.63,116.71,114.13,128500,2022-10-07
MSCI,"MSCI Inc",419.84,-16.81,-3.85%,431.15,433.89,416.17,398300,2022-10-07
MSFT,"Microsoft Corp",234.24,-12.55,-5.09%,240.9,241.32,233.17,37769602,2022-10-07
MSGS,"Madison Square Garden Sports Corp",151.88,11.52,+8.21%,145.43,152.43,145.03,477700,2022-10-07
MSI,"Motorola Solutions",229.85,-4.35,-1.86%,232.13,232.13,228.16,554000,2022-10-07
MSM,"Msc Industrial Direct Company",73.35,-1.84,-2.45%,74.65,74.67,72.97,244100,2022-10-07
MTB,"M&T Bank Corp",182.06,-2.05,-1.11%,183.39,183.39,179.21,734000,2022-10-07
MTCH,"Match Group Inc",48.29,-2.24,-4.42%,49.29,49.5,48,2354900,2022-10-07
MTD,"Mettler-Toledo International",1156.89,-46.29,-3.85%,1190.84,1190.84,1153.77,96900,2022-10-07
MTG,"Mgic Investment Corp",13.03,-0.42,-3.12%,13.33,13.42,12.97,2973000,2022-10-07
MTN,"Vail Resorts",219.49,-1.38,-0.62%,218.43,220.08,214.2,221600,2022-10-07
MTZ,"Mastec Inc",65.53,-1.97,-2.92%,67.35,67.97,65.32,745900,2022-10-07
MU,"Micron Technology",52.91,-1.71,-3.13%,53.56,54.65,52.51,21977699,2022-10-07
NATI,"Natl Instruments Cor",39.13,-1.81,-4.42%,40.5,40.52,38.97,519000,2022-10-07
NBIX,"Neurocrine Bioscienc",108.25,-3.13,-2.81%,110.97,113.63,107.92,1145300,2022-10-07
NCLH,"Norwegian Cruise Ord",12.9,-0.39,-2.93%,13.01,13.2,12.42,27234801,2022-10-07
NCNO,"Ncino Inc",34.29,-1.13,-3.19%,34.45,34.63,33.64,713000,2022-10-07
NCR,"NCR Corp",19.32,-0.88,-4.36%,19.76,19.95,18.74,2047700,2022-10-07
NDAQ,"Nasdaq Inc",57.66,-1.85,-3.11%,58.98,59.1,57.31,1523100,2022-10-07
NDSN,"Nordson Corp",215.72,-5.59,-2.53%,219.97,219.97,214.29,166600,2022-10-07
NEE,"Nextera Energy",76.73,-2.18,-2.76%,78.56,78.64,76.19,7697300,2022-10-07
NEM,"Newmont Mining Corp",42.6,-2.29,-5.10%,44.3,44.7,42.58,9018100,2022-10-07
NET,"Cloudflare Inc Cl A",55.39,-5.63,-9.23%,58.58,58.63,55.05,4032000,2022-10-07
NEU,"Newmarket Corp",297.71,-5.86,-1.93%,303.54,303.54,295.86,44400,2022-10-07
NEWR,"New Relic Inc",55.6,-3.9,-6.55%,58.56,58.66,55.44,334400,2022-10-07
NFE,"New Fortress Energy Llc",46.94,-0.59,-1.24%,47.45,48,46.58,444100,2022-10-07
NFG,"National Fuel Gas Company",62.59,-1.16,-1.82%,63.7,63.9,62.11,433400,2022-10-07
NFLX,"Netflix Inc",224.75,-15.27,-6.36%,235.77,237.33,224.28,9806100,2022-10-07
NI,"NiSource Inc",24.51,-0.59,-2.35%,25.08,25.19,24.34,2711100,2022-10-07
NKE,"Nike Inc",87.16,-3.01,-3.34%,88.54,88.76,86.69,8554600,2022-10-07
NLOK,"Nortonlifelock Inc",20.68,-0.35,-1.66%,20.85,21.07,20.58,7196100,2022-10-07
NLSN,"Nielsen Holdings Plc",27.96,0.03,+0.11%,27.94,27.97,27.94,5523100,2022-10-07
NLY,"Annaly Capital Management Inc",16.27,-0.42,-2.52%,16.51,16.75,16.18,11295601,2022-10-07
NNN,"National Retail Properties",38.73,-0.28,-0.72%,38.81,39.06,38.52,811800,2022-10-07
NOC,"Northrop Grumman Corp",496.09,10.86,+2.24%,485.16,496.52,483.02,1097600,2022-10-07
NOV,"Nov Inc",18.48,-0.49,-2.58%,18.98,19.07,18.36,2327500,2022-10-07
NOW,"Servicenow Inc",401.21,-17.22,-4.12%,410,412.43,398.96,1235500,2022-10-07
NRG,"NRG Energy",41.12,0.02,+0.05%,40.95,41.36,40.65,1915000,2022-10-07
NSA,"National Storage Affiliates Tru",39.37,-1.52,-3.72%,40.43,40.73,39.06,746300,2022-10-07
NSC,"Norfolk Southern Corp",214.57,-4.36,-1.99%,215.93,217.06,212.96,987000,2022-10-07
NTAP,"Netapp Inc",66.08,-0.92,-1.37%,66,66.28,65.22,1313500,2022-10-07
NTNX,"Nutanix Inc",21.98,-0.74,-3.26%,22.35,22.59,21.92,1679900,2022-10-07
NTRA,"Natera Inc",42.77,-4.26,-9.06%,45.72,45.9,42.69,1748600,2022-10-07
NTRS,"Northern Trust Corp",85.95,-2.71,-3.06%,87.94,87.94,85.04,917400,2022-10-07
NUE,"Nucor Corp",115.01,-2.8,-2.38%,117,117.45,113.94,1923500,2022-10-07
NVAX,"Novavax Inc",16.3,-1.78,-9.85%,17.62,17.9,16.23,4434300,2022-10-07
NVCR,"Novocure Ltd Ord Sh",81.35,-4.02,-4.71%,83.95,84.42,80.87,397900,2022-10-07
NVDA,"Nvidia Corp",120.76,-10.54,-8.03%,125.05,126.7,120.22,67247797,2022-10-07
NVR,"NVR Inc",4255.08,-56.05,-1.30%,4249.7,4289,4172.08,17800,2022-10-07
NVST,"Envista Holdings Corp",33.21,-0.91,-2.67%,33.9,34.13,33.09,1424100,2022-10-07
NVT,"Nvent Electric Plc",32.1,-1.25,-3.75%,32.91,32.92,31.96,816100,2022-10-07
NWL,"Newell Rubbermaid Inc",13.96,-0.42,-2.92%,14.18,14.25,13.89,2832600,2022-10-07
NWS,"News Cp Cl B",15.85,-0.34,-2.10%,15.99,16.15,15.75,573200,2022-10-07
NWSA,"News Cp Cl A",15.55,-0.33,-2.08%,15.75,15.82,15.46,1527700,2022-10-07
NXST,"Nexstar Media Group Inc",173.39,-2.81,-1.59%,174.35,175.32,171.75,405900,2022-10-07
NYCB,"New York Community Bancorp",8.45,-0.31,-3.54%,8.66,8.66,8.44,10948000,2022-10-07
NYT,"New York Times Company",29.38,-0.67,-2.23%,29.78,30.09,29.27,5820600,2022-10-07
O,"Realty Income Corp",58.03,-0.49,-0.84%,58.2,58.71,57.68,3287200,2022-10-07
OC,"Owens Corning Inc",84.31,-0.92,-1.08%,83.85,84.9,83.14,1204100,2022-10-07
ODFL,"Old Dominion Freight Line Inc",260.04,-17.14,-6.18%,271.11,272.38,259.14,1153800,2022-10-07
OGE,"Oge Energy Corp",34.44,-1.47,-4.09%,35.5,35.54,34.25,1652400,2022-10-07
OGN,"Organon & CO",24.01,-0.75,-3.03%,24.65,24.74,23.93,1335100,2022-10-07
OHI,"Omega Healthcare Investors",29.41,-0.27,-0.91%,29.57,30.04,29.17,2329700,2022-10-07
OKE,"Oneok Inc",54.53,-1.1,-1.98%,55.53,55.64,53.94,3595800,2022-10-07
OKTA,"Okta Inc Cl A",53.72,-4.29,-7.40%,56.59,56.76,53.55,3034600,2022-10-07
OLED,"Universal Display",99.49,-3.64,-3.53%,100.79,101.35,99.04,273200,2022-10-07
OLLI,"Ollies Bargain CS",52.99,-0.35,-0.66%,52.87,53.46,52.19,874300,2022-10-07
OLN,"Olin Corp",46.34,-0.65,-1.38%,46.45,47.38,45.95,1089800,2022-10-07
OLPX,"Olaplex Holdings Inc",9.14,-0.3,-3.18%,9.35,9.39,9,2004000,2022-10-07
OMC,"Omnicom Group Inc",64.99,-0.81,-1.23%,65.14,65.54,64.46,1324000,2022-10-07
OMF,"Onemain Holdings Inc",31.41,-1.27,-3.89%,32.11,32.28,31.34,940300,2022-10-07
ON,"On Semiconductor",64.83,-5.42,-7.72%,68.01,68.17,63.11,10339300,2022-10-07
OPEN,"Opendoor Technologies Inc",2.81,-0.18,-6.02%,2.89,2.9,2.74,20020900,2022-10-07
ORCL,"Oracle Corp",63.29,-2.01,-3.08%,64.49,64.62,62.74,7138000,2022-10-07
ORI,"Old Republic International Corp",21.75,-0.29,-1.32%,21.96,21.98,21.66,1401400,2022-10-07
ORLY,"O'Reilly Automotive",710.77,-21.64,-2.95%,728.38,729.32,705.71,466600,2022-10-07
OSH,"Oak Street Health Inc",22.07,-1.69,-7.11%,23.27,24.27,21.73,3325000,2022-10-07
OSK,"Oshkosh Truck Corp",74.56,-1.82,-2.38%,75.7,75.87,74.27,353400,2022-10-07
OTIS,"Otis Worldwide Corp",65.26,-1.54,-2.31%,66.17,66.51,64.87,1446500,2022-10-07
OVV,"Ovintiv Inc",55.57,-0.21,-0.38%,55.6,56.7,54.71,4894000,2022-10-07
OWL,"Blue Owl Capital Inc",9.18,-0.29,-3.06%,9.31,9.44,9,6052200,2022-10-07
OXY,"Occidental Petroleum Corp",69.8,-0.7,-0.99%,70.86,72.04,69.06,29084900,2022-10-07
OZK,"Bank Ozk",41.33,-1.01,-2.39%,42.12,42.12,41.01,665000,2022-10-07
PACW,"Pacwest Bancorp",22.87,-0.54,-2.31%,23.18,23.24,22.65,1321900,2022-10-07
PAG,"Penske Automotive Group",99.89,-1.03,-1.02%,100.04,101.09,99.41,619700,2022-10-07
PANW,"Palo Alto Networks Inc",169.91,-4.84,-2.77%,172.14,173.78,169.35,2833600,2022-10-07
PARA,"Paramount Global Cl B",18.65,-0.48,-2.51%,18.9,19.13,18.49,9161101,2022-10-07
PARAA,"Paramount Global Cl A",21.25,-0.44,-2.03%,21.45,21.65,21.13,110900,2022-10-07
PATH,"Uipath Inc Cl A",12.96,-0.71,-5.19%,13.28,13.39,12.8,5809400,2022-10-07
PAYC,"Paycom Software Inc",338.4,-15.2,-4.30%,346.53,347.88,337.36,395900,2022-10-07
PAYX,"Paychex Inc",109.59,-2.1,-1.88%,110.58,110.91,108.97,2133500,2022-10-07
PB,"Prosperity Bancshares",69.27,-1.5,-2.12%,70.54,70.54,68.96,323900,2022-10-07
PCAR,"Paccar Inc",87.68,-2.02,-2.25%,88.76,89.09,87.47,1878600,2022-10-07
PCG,"Pacific Gas & Electric Company",14.93,0.3,+2.05%,14.61,14.95,14.52,38200598,2022-10-07
PCOR,"Procore Technologies Inc",53.91,-2.49,-4.41%,55,55.31,53.24,437200,2022-10-07
PCTY,"Paylocity Holdings Corp",245.81,-19.16,-7.23%,258.22,258.79,244.38,578200,2022-10-07
PDCE,"Pdc Energy Inc",67.93,0.51,+0.76%,67.9,69.9,67.08,921900,2022-10-07
PEAK,"Healthpeak Properties Inc",21.9,-0.69,-3.05%,22.2,22.43,21.79,4978300,2022-10-07
PEG,"Public Service Enterprise Group Inc",55.32,-1.34,-2.36%,56.54,56.84,54.85,2073400,2022-10-07
PEGA,"Pegasystems Inc",32.31,-1.49,-4.41%,33.06,33.06,32.06,232900,2022-10-07
PEN,"Penumbra Inc",181.26,-13.4,-6.88%,190.41,191.41,180.17,256300,2022-10-07
PENN,"Penn Entertainment Inc",30.68,-1.22,-3.82%,31.36,31.36,29.85,4744400,2022-10-07
PEP,"Pepsico Inc",161.61,-1.19,-0.73%,162.3,163.01,160.98,4779100,2022-10-07
PFE,"Pfizer Inc",42.32,-0.77,-1.79%,43.05,43.05,41.92,20095000,2022-10-07
PFG,"Principal Financial Group Inc",76.04,-2.28,-2.91%,76.79,77.33,75.51,1663200,2022-10-07
PFGC,"Performance Food Group Company",44.88,-1.14,-2.48%,45.3,45.71,44.5,909500,2022-10-07
PG,"Procter & Gamble Company",124.27,-2.21,-1.75%,126.5,126.58,123.76,6095400,2022-10-07
PGR,"Progressive Corp",121.96,0.04,+0.03%,121.94,122.77,120.82,2521800,2022-10-07
PH,"Parker-Hannifin Corp",254.19,-6.74,-2.58%,257.87,258.76,252.4,613000,2022-10-07
PHM,Pultegroup,40.09,-1.18,-2.86%,40.69,40.69,39.52,1950700,2022-10-07
PII,"Polaris Industries Inc",96.96,-2.23,-2.25%,97.97,98.25,95.3,404100,2022-10-07
PINC,"Premier Inc Cl A",33.29,-1.01,-2.94%,33.96,33.98,33.13,455100,2022-10-07
PINS,"Pinterest Inc",25.12,-0.71,-2.75%,25.47,25.66,24.6,11107300,2022-10-07
PK,"Park Hotels & Resorts Inc",11.63,-0.31,-2.60%,11.79,11.92,11.52,2592500,2022-10-07
PKG,"Packaging Corp of America",113.71,-2.21,-1.91%,114.58,114.71,112.83,583700,2022-10-07
PKI,Perkinelmer,124,-5.61,-4.33%,127.81,128.66,123.62,898300,2022-10-07
PLD,"Prologis Inc",100.36,-1.56,-1.53%,100.93,101.36,99.68,5762200,2022-10-07
PLNT,"Planet Fitness",60.89,-1.26,-2.03%,61.54,61.92,60.28,977100,2022-10-07
PLTK,"Playtika Holding Corp",10.32,-0.05,-0.48%,10.22,10.4,10.09,3364000,2022-10-07
PLTR,"Palantir Technologies Inc Cl A",8.15,-0.32,-3.78%,8.26,8.28,8.11,29550400,2022-10-07
PLUG,"Plug Power Inc",19.9,-1.19,-5.64%,20.45,20.54,19.54,20725600,2022-10-07
PM,"Philip Morris International Inc",84.65,-0.82,-0.96%,85.26,85.61,84.22,3464700,2022-10-07
PNC,"PNC Bank",151.34,-4.37,-2.81%,154.52,154.76,150.74,1688100,2022-10-07
PNFP,"Pinnacle Finl Ptnrs",82.54,-2.87,-3.36%,84.89,84.89,82.33,562400,2022-10-07
